id,AssessTot,LotFront,NumFloors,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,YearBuilt,CommFAR,PopDensity,MedIncome,NumofHouses,EduRate,UnemployedRate,IfAlter,Central Harlem,Chelsea & Clinton,East Harlem,Gramercy Park and Murray Hill,GV & Soho,L Manhattan,L. East Side,U Eest Side,U West Side,WAHI,LandUse_1,LandUse_2,LandUse_3,LandUse_4,LandUse_5,LandUse_6,LandUse_7,LandUse_8,LandUse_9,LandUse_10,OwnerType_C,OwnerType_M,OwnerType_O,OwnerType_P,OwnerType_X,Zone,LandUse
34763,666900,75,6,0,31516,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,3
34764,16239,25,2,0,2016,0,0,0,0,0,0,1901,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34765,1153800,40.83,5,3400,15600,0,3400,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
34766,821250,40,5,1000,14145,0,1000,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
34778,37364,21,3,0,1480,0,0,0,0,0,0,1998,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34781,60411,21.25,3,0,4404,0,0,0,0,0,0,2004,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34782,30394,20,4,0,6156,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34784,66600,16,3,0,2550,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34786,25642,20,3,0,3636,0,0,0,0,0,0,1901,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34794,52705,18,4,0,4355,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34795,52705,18,4,0,4033,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34796,52705,18,4,0,3910,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34797,52153,18,4,0,4035,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34798,52705,18,4,0,4033,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34799,47737,18,4,0,3832,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34800,144900,18,5,0,3832,0,0,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34801,304200,60,2,5587,0,0,0,0,0,0,5587,1910,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central Harlem,8
34802,45302,20,3,0,3924,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34803,100473,20,3,0,3924,0,0,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34804,71848,20,3,0,3924,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34805,36487,20,3,0,3640,0,0,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34807,27426,20,3.5,0,4132,0,0,0,0,0,0,1900,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34808,80899,20,3,0,6200,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34809,53170,20,3,0,3764,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34812,54772,20,3,0,3750,0,0,0,0,0,0,1931,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34813,58429,20,3,0,3750,0,0,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34814,33849,20,3,0,4180,0,0,0,0,0,0,1901,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34815,493200,33.83,5,2000,12660,0,2000,0,0,0,0,1930,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
34816,729058,33.5,5,2000,12570,0,2000,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
34817,613350,33.54,2.5,6406,0,0,6406,0,0,0,0,2004,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Central Harlem,5
34818,1346850,50,6,0,21156,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Central Harlem,3
34821,37729,18,3,0,3888,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34822,32031,20,3,0,3482,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34825,82986,18,3,0,3014,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34827,271800,20,3,4050,0,4050,0,0,0,0,0,1890,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Central Harlem,5
34829,355950,20,3,0,5120,0,0,0,0,0,0,1890,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34834,49519,20,3,0,3999,0,0,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34835,43332,18,3,0,3780,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34836,57122,18,3,0,2952,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34838,51624,18,3,0,2052,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34839,182520,17,4,0,5888,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34840,268240,27.92,5,1340,12060,0,1340,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
34842,1316700,36.5,5,0,13940,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Central Harlem,2
34843,59184,20,3,0,3900,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34845,45019,20,3,0,4520,0,0,0,0,0,0,1900,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34847,19232,18,3,0,3016,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34851,75920,18,3,0,3753,0,0,0,0,0,0,1900,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34857,454410,26.92,5,1200,11350,0,1200,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
34858,520156,27,4,394,10000,0,394,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Central Harlem,4
34859,844650,27,5,1000,9516,0,1000,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
34860,404682,20,5,600,7489,0,600,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
34861,632700,27,5,0,10835,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34863,42708,20,3,0,3000,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34864,90756,20,4,0,4144,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34866,71999,20,3,0,3741,0,0,0,0,0,0,1900,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34869,90756,20,3,0,4792,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34870,41640,20,3,0,3885,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34872,41640,20,3,0,3789,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34873,20304,20,3,0,3640,0,0,0,0,0,0,1901,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34875,49597,20,3.5,0,3875,0,0,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34876,20304,20,3,0,3600,0,0,0,0,0,0,1901,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34877,69086,20,3,0,3440,0,0,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34878,51249,18,3,0,3122,0,0,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34880,43774,19,3,0,3255,0,0,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34881,80899,25,4,0,8500,0,0,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34885,267615,20,5,620,5400,620,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
34886,112111,18.42,4,0,6258,0,0,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34887,80078,20,4,0,4464,0,0,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34888,80074,23,4,0,6258,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34889,38952,18,3,0,2827,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34890,38952,18,3,0,2827,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34891,64104,18,3,0,2827,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34892,13436,18,3,0,2840,0,0,0,0,0,0,1901,0,68707,40782,25538,0.819,0.066,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34893,69750,20,3,3608,0,0,0,0,0,0,3608,1910,0,68707,40782,25538,0.819,0.066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central Harlem,8
34894,55707,20,3,0,3648,0,0,0,0,0,0,1910,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34897,69401,20,3,0,3608,0,0,0,0,0,0,1910,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34900,55506,18,3,0,4700,0,0,0,0,0,0,1910,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34901,24693,18,3,0,3744,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34902,76856,17,4,0,2601,0,0,0,0,0,0,1900,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34903,24296,18,3,0,2808,0,0,0,0,0,0,1899,0,68707,40782,25538,0.819,0.066,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34905,43441,16.67,3,0,3380,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34906,36459,16.67,3,0,2601,0,0,0,0,0,0,1910,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34907,19753,16.67,3,0,2963,0,0,0,0,0,0,1899,0,68707,40782,25538,0.819,0.066,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34908,41158,16.67,3,0,3011,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34909,58050,16.67,4,3668,0,0,0,0,0,0,3668,1915,0,68707,40782,25538,0.819,0.066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central Harlem,8
34911,427950,35,5,0,13650,0,0,0,0,0,0,1910,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34912,1080000,100.92,5,0,38995,0,0,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34913,55520,20,3,0,3000,0,0,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34914,28495,20,3,0,4080,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34915,61928,20,3,0,3885,0,0,0,0,0,0,1920,0,110734,47264,16384,0.812,0.087,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34916,80078,20,3,0,3536,0,0,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34917,20304,19,3,0,3415,0,0,0,0,0,0,1901,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34918,38066,19,4,0,3800,0,0,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34919,128545,20,4,560,4560,0,560,0,0,0,0,1910,0,110734,47264,16384,0.812,0.087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
34922,37369,19,3,0,3471,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34924,39386,18,3,0,2808,0,0,0,0,0,0,1910,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34926,77476,16.67,3,0,4103,0,0,0,0,0,0,1910,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34931,83167,18,3,1000,4544,0,1000,0,0,0,0,1899,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
34932,113240,33,4,1800,5790,0,1800,0,0,0,0,1910,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
34933,117370,16.83,4,0,2778,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34934,237600,17,3,4210,0,0,0,0,0,0,4210,1920,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central Harlem,8
34935,104003,16,3,0,2640,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34936,57440,16,3,0,2640,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34937,71999,18,3,0,3258,0,0,0,0,0,0,1910,0,68707,40782,25538,0.819,0.066,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34939,192150,19,3,1220,3542,1220,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
34940,76586,19,3,0,4604,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34941,76948,19,3,0,4208,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34942,40459,20,3,0,3588,0,0,0,0,0,0,1901,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34946,87640,21,3,0,3705,0,0,0,0,0,0,1910,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34947,15206,21,3,0,3753,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34949,48673,20,3,0,5144,0,0,0,0,0,0,1901,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34950,79092,20,3,1200,4320,1200,0,0,0,0,0,1910,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
34951,28245,20,3,0,3840,0,0,0,0,0,0,1899,0,68707,40782,25538,0.819,0.066,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34953,69541,20,3,0,5230,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34954,80956,20,3,0,3792,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34956,830250,50,6,0,20970,0,0,0,0,0,0,1930,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,3
34957,522000,100.92,3,11652,0,0,0,0,0,0,11652,1910,0,68707,40782,25538,0.819,0.066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central Harlem,8
34958,1659600,100.92,6,5500,29189,0,5500,0,0,0,0,1932,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34959,81643,21,3,0,2923,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34961,34299,21,3,0,3638,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34962,27504,20,3,0,3300,0,0,0,0,0,0,1901,0,68707,40782,25538,0.819,0.066,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
34964,71848,20,4,0,4560,0,0,0,0,0,0,1920,0,68707,40782,25538,0.819,0.066,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
34967,20304,20,4,0,4881,0,0,0,0,0,0,1901,0,68707,40782,25538,0.819,0.066,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
